Country_ID,Year,Total losses,Country_name
CY,2003,13.0,Cyprus
CY,2004,9.75,Cyprus
CY,2005,6.5,Cyprus
CY,2006,3.25,Cyprus
CY,2007,0.0,Cyprus
CY,2008,184.0,Cyprus
CY,2009,3.0,Cyprus
CY,2010,32.57142857142857,Cyprus
CY,2011,62.142857142857146,Cyprus
CY,2012,91.71428571428572,Cyprus
CY,2013,121.28571428571428,Cyprus
CY,2014,150.85714285714286,Cyprus
CY,2015,180.42857142857144,Cyprus
CY,2016,210.0,Cyprus
CY,2017,157.5,Cyprus
CY,2018,105.0,Cyprus
CY,2019,52.5,Cyprus
CY,2020,0.0,Cyprus
CY,2021,6.0,Cyprus
CY,2022,0.0,Cyprus
CY,2023,1.0,Cyprus
CZ,1980,0.0,Czechia
CZ,1981,0.0,Czechia
CZ,1982,0.0,Czechia
CZ,1983,0.0,Czechia
CZ,1984,0.0,Czechia
CZ,1985,19.0,Czechia
CZ,1986,0.0,Czechia
CZ,1987,104.0,Czechia
CZ,1988,16.0,Czechia
CZ,1989,8.0,Czechia
CZ,1990,0.0,Czechia
CZ,1991,5.5,Czechia
CZ,1992,11.0,Czechia
CZ,1993,32.25,Czechia
CZ,1994,53.5,Czechia
CZ,1995,74.75,Czechia
CZ,1996,96.0,Czechia
CZ,1997,5484.0,Czechia
CZ,1998,137.0,Czechia
CZ,1999,587.5,Czechia
CZ,2000,1038.0,Czechia
CZ,2001,55.0,Czechia
CZ,2002,5441.0,Czechia
CZ,2003,0.0,Czechia
CZ,2004,0.0,Czechia
CZ,2005,0.0,Czechia
CZ,2006,664.0,Czechia
CZ,2007,280.0,Czechia
CZ,2008,54.0,Czechia
CZ,2009,177.0,Czechia
CZ,2010,876.0,Czechia
CZ,2011,463.5,Czechia
CZ,2012,51.0,Czechia
CZ,2013,2103.0,Czechia
CZ,2014,19.0,Czechia
CZ,2015,44.5,Czechia
CZ,2016,70.0,Czechia
CZ,2017,747.0,Czechia
CZ,2018,159.0,Czechia
CZ,2019,171.5,Czechia
CZ,2020,184.0,Czechia
CZ,2021,689.0,Czechia
CZ,2022,80.0,Czechia
CZ,2023,22.0,Czechia
DE,1980,61.0,Germany
DE,1981,450.0,Germany
DE,1982,15.0,Germany
DE,1983,249.0,Germany
DE,1984,3961.0,Germany
DE,1985,1167.0,Germany
DE,1986,68.0,Germany
DE,1987,86.0,Germany
DE,1988,169.0,Germany
DE,1989,122.0,Germany
DE,1990,7079.0,Germany
DE,1991,119.0,Germany
DE,1992,330.0,Germany
DE,1993,1687.0,Germany
DE,1994,2160.0,Germany
DE,1995,626.0,Germany
DE,1996,336.0,Germany
DE,1997,718.0,Germany
DE,1998,784.0,Germany
DE,1999,3917.0,Germany
DE,2000,410.0,Germany
DE,2001,1021.0,Germany
DE,2002,27248.0,Germany
DE,2003,2566.0,Germany
DE,2004,1515.0,Germany
DE,2005,1810.0,Germany
DE,2006,1132.0,Germany
DE,2007,6349.0,Germany
DE,2008,2845.0,Germany
DE,2009,1345.0,Germany
DE,2010,5959.0,Germany
DE,2011,880.0,Germany
DE,2012,159.0,Germany
DE,2013,15364.0,Germany
DE,2014,3186.0,Germany
DE,2015,2934.0,Germany
DE,2016,3947.0,Germany
DE,2017,5717.0,Germany
DE,2018,10145.0,Germany
DE,2019,8247.0,Germany
DE,2020,1607.0,Germany
DE,2021,38755.0,Germany
DE,2022,11014.0,Germany
DE,2023,2163.0,Germany
DK,1980,812.0,Denmark
DK,1981,812.0,Denmark
DK,1982,406.0,Denmark
DK,1983,0.0,Denmark
DK,1984,43.0,Denmark
DK,1985,86.0,Denmark
DK,1986,129.0,Denmark
DK,1987,172.0,Denmark
DK,1988,215.0,Denmark
DK,1989,258.0,Denmark
DK,1990,301.0,Denmark
DK,1991,0.0,Denmark
DK,1992,1076.0,Denmark
DK,1993,0.0,Denmark
DK,1994,678.0,Denmark
DK,1995,1356.0,Denmark
DK,1996,2034.0,Denmark
DK,1997,2712.0,Denmark
DK,1998,3390.0,Denmark
DK,1999,4068.0,Denmark
DK,2000,94.0,Denmark
DK,2001,47.0,Denmark
DK,2002,0.0,Denmark
DK,2003,0.5,Denmark
DK,2004,1.0,Denmark
DK,2005,0.5,Denmark
DK,2006,0.0,Denmark
DK,2007,101.0,Denmark
DK,2008,105.33333333333331,Denmark
DK,2009,109.66666666666669,Denmark
DK,2010,114.0,Denmark
DK,2011,882.0,Denmark
DK,2012,890.0,Denmark
DK,2013,898.0,Denmark
DK,2014,87.0,Denmark
DK,2015,58.0,Denmark
DK,2016,29.0,Denmark
DK,2017,0.0,Denmark
DK,2018,87.0,Denmark
DK,2019,0.0,Denmark
DK,2020,59.0,Denmark
DK,2021,0.0,Denmark
DK,2022,4.0,Denmark
DK,2023,167.0,Denmark
EE,1980,15.0,Estonia
EE,1981,15.0,Estonia
EE,1982,15.0,Estonia
EE,1983,15.0,Estonia
EE,1984,15.0,Estonia
EE,1985,15.0,Estonia
EE,1986,15.0,Estonia
EE,1987,15.0,Estonia
EE,1988,15.0,Estonia
EE,1989,15.0,Estonia
EE,1990,15.0,Estonia
EE,1991,15.0,Estonia
EE,1992,15.0,Estonia
EE,1993,15.0,Estonia
EE,1994,15.0,Estonia
EE,1995,15.0,Estonia
EE,1996,15.0,Estonia
EE,1997,15.0,Estonia
EE,1998,15.0,Estonia
EE,1999,15.0,Estonia
EE,2000,15.0,Estonia
EE,2001,16.666666666666668,Estonia
EE,2002,18.33333333333333,Estonia
EE,2003,20.0,Estonia
EE,2004,128.5,Estonia
EE,2005,237.0,Estonia
EE,2006,0.0,Estonia
EE,2007,14.0,Estonia
EE,2008,28.0,Estonia
EE,2009,42.0,Estonia
EE,2010,56.0,Estonia
EE,2011,50.4,Estonia
EE,2012,44.8,Estonia
EE,2013,39.2,Estonia
EE,2014,33.6,Estonia
EE,2015,28.0,Estonia
EE,2016,22.40000000000001,Estonia
EE,2017,16.800000000000004,Estonia
EE,2018,11.200000000000005,Estonia
EE,2019,5.600000000000001,Estonia
EE,2020,0.0,Estonia
EE,2021,0.0,Estonia
EE,2022,0.0,Estonia
EE,2023,4.0,Estonia
EL,1980,13.0,Greece
EL,1981,2405.0,Greece
EL,1982,1211.5,Greece
EL,1983,18.0,Greece
EL,1984,13.0,Greece
EL,1985,3.0,Greece
EL,1986,389.0,Greece
EL,1987,800.0,Greece
EL,1988,6.0,Greece
EL,1989,2017.0,Greece
EL,1990,4028.0,Greece
EL,1991,0.0,Greece
EL,1992,0.0,Greece
EL,1993,14.0,Greece
EL,1994,596.0,Greece
EL,1995,1358.0,Greece
EL,1996,2.0,Greece
EL,1997,199.0,Greece
EL,1998,916.0,Greece
EL,1999,5729.0,Greece
EL,2000,6.0,Greece
EL,2001,87.0,Greece
EL,2002,39.0,Greece
EL,2003,1470.0,Greece
EL,2004,360.0,Greece
EL,2005,0.0,Greece
EL,2006,57.0,Greece
EL,2007,1491.0,Greece
EL,2008,12.0,Greece
EL,2009,90.0,Greece
EL,2010,1.0,Greece
EL,2011,0.0,Greece
EL,2012,0.0,Greece
EL,2013,33.0,Greece
EL,2014,175.0,Greece
EL,2015,17.0,Greece
EL,2016,56.0,Greece
EL,2017,328.0,Greece
EL,2018,77.0,Greece
EL,2019,323.0,Greece
EL,2020,1134.0,Greece
EL,2021,684.0,Greece
EL,2022,21.0,Greece
EL,2023,3872.0,Greece
ES,1980,3718.0,Spain
ES,1981,3874.0,Spain
ES,1982,3465.0,Spain
ES,1983,14823.0,Spain
ES,1984,3890.0,Spain
ES,1985,78.0,Spain
ES,1986,0.0,Spain
ES,1987,2487.0,Spain
ES,1988,1206.0,Spain
ES,1989,2597.0,Spain
ES,1990,6529.0,Spain
ES,1991,118.0,Spain
ES,1992,258.0,Spain
ES,1993,168.0,Spain
ES,1994,413.0,Spain
ES,1995,2291.0,Spain
ES,1996,1898.0,Spain
ES,1997,8.0,Spain
ES,1998,150.0,Spain
ES,1999,5881.0,Spain
ES,2000,1159.0,Spain
ES,2001,347.0,Spain
ES,2002,194.0,Spain
ES,2003,1160.0,Spain
ES,2004,20.0,Spain
ES,2005,2781.0,Spain
ES,2006,747.0,Spain
ES,2007,448.0,Spain
ES,2008,0.0,Spain
ES,2009,1785.0,Spain
ES,2010,1232.0,Spain
ES,2011,1644.0,Spain
ES,2012,369.0,Spain
ES,2013,22.0,Spain
ES,2014,0.0,Spain
ES,2015,199.0,Spain
ES,2016,409.0,Spain
ES,2017,419.0,Spain
ES,2018,2178.0,Spain
ES,2019,4942.0,Spain
ES,2020,2421.0,Spain
ES,2021,3929.0,Spain
ES,2022,11204.0,Spain
ES,2023,7132.0,Spain
FI,1980,365.0,Finland
FI,1981,365.0,Finland
FI,1982,365.0,Finland
FI,1983,365.0,Finland
FI,1984,365.0,Finland
FI,1985,689.6666666666667,Finland
FI,1986,1014.3333333333334,Finland
FI,1987,1339.0,Finland
FI,1988,895.0,Finland
FI,1989,451.0,Finland
FI,1990,7.0,Finland
FI,1991,8.363636363636363,Finland
FI,1992,9.727272727272728,Finland
FI,1993,11.09090909090909,Finland
FI,1994,12.454545454545451,Finland
FI,1995,13.818181818181817,Finland
FI,1996,15.181818181818182,Finland
FI,1997,16.545454545454547,Finland
FI,1998,17.909090909090907,Finland
FI,1999,19.27272727272728,Finland
FI,2000,20.63636363636364,Finland
FI,2001,22.0,Finland
FI,2002,15.333333333333332,Finland
FI,2003,8.666666666666666,Finland
FI,2004,2.0,Finland
FI,2005,154.0,Finland
FI,2006,1.0,Finland
FI,2007,30.0,Finland
FI,2008,70.33333333333334,Finland
FI,2009,110.66666666666669,Finland
FI,2010,151.0,Finland
FI,2011,155.0,Finland
FI,2012,7.0,Finland
FI,2013,18.25,Finland
FI,2014,29.5,Finland
FI,2015,40.75,Finland
FI,2016,52.0,Finland
FI,2017,63.25,Finland
FI,2018,74.5,Finland
FI,2019,85.75,Finland
FI,2020,97.0,Finland
FI,2021,49.0,Finland
FI,2022,0.0,Finland
FI,2023,0.0,Finland
FR,1980,162.0,France
FR,1981,53.0,France
FR,1982,515.0,France
FR,1983,3374.0,France
FR,1984,0.0,France
FR,1985,401.0,France
FR,1986,87.0,France
FR,1987,2732.0,France
FR,1988,807.0,France
FR,1989,2616.0,France
FR,1990,5489.0,France
FR,1991,1443.0,France
FR,1992,1415.0,France
FR,1993,2850.0,France
FR,1994,12194.0,France
FR,1995,1698.0,France
FR,1996,995.0,France
FR,1997,606.0,France
FR,1998,889.0,France
FR,1999,18518.0,France
FR,2000,703.0,France
FR,2001,772.0,France
FR,2002,2220.0,France
FR,2003,6735.0,France
FR,2004,52.0,France
FR,2005,3521.0,France
FR,2006,252.0,France
FR,2007,562.0,France
FR,2008,566.0,France
FR,2009,3154.0,France
FR,2010,5295.0,France
FR,2011,1796.0,France
FR,2012,1683.0,France
FR,2013,1889.0,France
FR,2014,2895.0,France
FR,2015,816.0,France
FR,2016,2081.0,France
FR,2017,6329.0,France
FR,2018,3411.0,France
FR,2019,5924.0,France
FR,2020,4770.0,France
FR,2021,6108.0,France
FR,2022,8757.0,France
FR,2023,3478.0,France
HR,1980,0.0,Croatia
HR,1981,0.0,Croatia
HR,1982,0.0,Croatia
HR,1983,0.0,Croatia
HR,1984,0.0,Croatia
HR,1985,0.0,Croatia
HR,1986,0.0,Croatia
HR,1987,0.0,Croatia
HR,1988,0.0,Croatia
HR,1989,0.0,Croatia
HR,1990,0.0,Croatia
HR,1991,0.0,Croatia
HR,1992,0.0,Croatia
HR,1993,0.0,Croatia
HR,1994,0.0,Croatia
HR,1995,0.0,Croatia
HR,1996,18.0,Croatia
HR,1997,17.5,Croatia
HR,1998,17.0,Croatia
HR,1999,270.5,Croatia
HR,2000,524.0,Croatia
HR,2001,0.0,Croatia
HR,2002,0.0,Croatia
HR,2003,849.0,Croatia
HR,2004,1.0,Croatia
HR,2005,0.0,Croatia
HR,2006,1.0,Croatia
HR,2007,0.0,Croatia
HR,2008,0.0,Croatia
HR,2009,0.0,Croatia
HR,2010,575.0,Croatia
HR,2011,375.0,Croatia
HR,2012,175.0,Croatia
HR,2013,5.0,Croatia
HR,2014,749.0,Croatia
HR,2015,196.0,Croatia
HR,2016,182.5,Croatia
HR,2017,169.0,Croatia
HR,2018,334.0,Croatia
HR,2019,0.0,Croatia
HR,2020,1238.0,Croatia
HR,2021,0.0,Croatia
HR,2022,352.0,Croatia
HR,2023,152.0,Croatia
HU,1980,0.0,Hungary
HU,1981,0.0,Hungary
HU,1982,0.0,Hungary
HU,1983,0.0,Hungary
HU,1984,0.0,Hungary
HU,1985,4.0,Hungary
HU,1986,3036.0,Hungary
HU,1987,2802.5,Hungary
HU,1988,2569.0,Hungary
HU,1989,2335.5,Hungary
HU,1990,2102.0,Hungary
HU,1991,1868.5,Hungary
HU,1992,1635.0,Hungary
HU,1993,1090.3333333333337,Hungary
HU,1994,545.6666666666667,Hungary
HU,1995,1.0,Hungary
HU,1996,12.0,Hungary
HU,1997,23.0,Hungary
HU,1998,55.0,Hungary
HU,1999,1172.0,Hungary
HU,2000,136.0,Hungary
HU,2001,11.0,Hungary
HU,2002,53.0,Hungary
HU,2003,765.0,Hungary
HU,2004,0.0,Hungary
HU,2005,124.0,Hungary
HU,2006,63.0,Hungary
HU,2007,0.0,Hungary
HU,2008,0.0,Hungary
HU,2009,324.5,Hungary
HU,2010,649.0,Hungary
HU,2011,47.0,Hungary
HU,2012,34.0,Hungary
HU,2013,43.0,Hungary
HU,2014,28.0,Hungary
HU,2015,33.0,Hungary
HU,2016,11.0,Hungary
HU,2017,28.0,Hungary
HU,2018,8.0,Hungary
HU,2019,14.0,Hungary
HU,2020,13.0,Hungary
HU,2021,34.0,Hungary
HU,2022,2430.0,Hungary
HU,2023,30.0,Hungary
IE,1980,22.0,Ireland
IE,1981,14.666666666666668,Ireland
IE,1982,7.333333333333334,Ireland
IE,1983,0.0,Ireland
IE,1984,7.666666666666667,Ireland
IE,1985,15.333333333333334,Ireland
IE,1986,23.0,Ireland
IE,1987,97.0,Ireland
IE,1988,171.0,Ireland
IE,1989,184.0,Ireland
IE,1990,197.0,Ireland
IE,1991,6.0,Ireland
IE,1992,37.0,Ireland
IE,1993,68.0,Ireland
IE,1994,300.0,Ireland
IE,1995,151.0,Ireland
IE,1996,2.0,Ireland
IE,1997,30.0,Ireland
IE,1998,0.0,Ireland
IE,1999,167.0,Ireland
IE,2000,180.0,Ireland
IE,2001,140.0,Ireland
IE,2002,100.0,Ireland
IE,2003,82.5,Ireland
IE,2004,65.0,Ireland
IE,2005,32.5,Ireland
IE,2006,0.0,Ireland
IE,2007,1.0,Ireland
IE,2008,0.0,Ireland
IE,2009,294.0,Ireland
IE,2010,0.0,Ireland
IE,2011,306.0,Ireland
IE,2012,210.0,Ireland
IE,2013,114.0,Ireland
IE,2014,847.0,Ireland
IE,2015,247.0,Ireland
IE,2016,271.0,Ireland
IE,2017,295.0,Ireland
IE,2018,173.0,Ireland
IE,2019,51.0,Ireland
IE,2020,210.0,Ireland
IE,2021,0.0,Ireland
IE,2022,0.0,Ireland
IE,2023,260.0,Ireland
IS,1980,1.0,Iceland
IS,1981,1.0,Iceland
IS,1982,1.0,Iceland
IS,1983,1.0,Iceland
IS,1984,2.0,Iceland
IS,1985,2.636363636363636,Iceland
IS,1986,3.2727272727272725,Iceland
IS,1987,3.909090909090909,Iceland
IS,1988,4.545454545454545,Iceland
IS,1989,5.181818181818182,Iceland
IS,1990,5.818181818181818,Iceland
IS,1991,6.454545454545454,Iceland
IS,1992,7.090909090909091,Iceland
IS,1993,7.727272727272727,Iceland
IS,1994,8.363636363636363,Iceland
IS,1995,9.0,Iceland
IS,1996,47.0,Iceland
IS,1997,48.0,Iceland
IS,1998,49.0,Iceland
IS,1999,50.0,Iceland
IS,2000,51.0,Iceland
IS,2001,43.0,Iceland
IS,2002,35.0,Iceland
IS,2003,27.0,Iceland
IS,2004,19.0,Iceland
IS,2005,11.0,Iceland
IS,2006,3.0,Iceland
IS,2007,51.5,Iceland
IS,2008,100.0,Iceland
IS,2009,84.5,Iceland
IS,2010,69.0,Iceland
IS,2011,62.0,Iceland
IS,2012,3.0,Iceland
IS,2013,2.625,Iceland
IS,2014,2.25,Iceland
IS,2015,1.875,Iceland
IS,2016,1.5,Iceland
IS,2017,1.125,Iceland
IS,2018,0.75,Iceland
IS,2019,0.375,Iceland
IS,2020,0.0,Iceland
IS,2021,0.0,Iceland
IS,2022,0.0,Iceland
IS,2023,68.0,Iceland
IT,1980,56742.0,Italy
IT,1981,1206.0,Italy
IT,1982,7638.0,Italy
IT,1983,762.0,Italy
IT,1984,513.0,Italy
IT,1985,45.0,Italy
IT,1986,584.0,Italy
IT,1987,8024.0,Italy
IT,1988,31.0,Italy
IT,1989,13.0,Italy
IT,1990,1974.0,Italy
IT,1991,546.0,Italy
IT,1992,2320.0,Italy
IT,1993,974.0,Italy
IT,1994,5147.0,Italy
IT,1995,617.0,Italy
IT,1996,629.0,Italy
IT,1997,10024.0,Italy
IT,1998,75.0,Italy
IT,1999,1087.0,Italy
IT,2000,15021.0,Italy
IT,2001,474.0,Italy
IT,2002,7921.0,Italy
IT,2003,7475.0,Italy
IT,2004,337.0,Italy
IT,2005,66.0,Italy
IT,2006,0.0,Italy
IT,2007,0.0,Italy
IT,2008,722.0,Italy
IT,2009,11627.0,Italy
IT,2010,782.0,Italy
IT,2011,2729.0,Italy
IT,2012,17393.0,Italy
IT,2013,717.0,Italy
IT,2014,1845.0,Italy
IT,2015,3116.0,Italy
IT,2016,9262.0,Italy
IT,2017,13237.0,Italy
IT,2018,5822.0,Italy
IT,2019,5273.0,Italy
IT,2020,2720.0,Italy
IT,2021,686.0,Italy
IT,2022,17628.0,Italy
IT,2023,15741.0,Italy
LI,1980,20.0,Liechtenstein
LI,1981,20.0,Liechtenstein
LI,1982,20.0,Liechtenstein
LI,1983,20.0,Liechtenstein
LI,1984,20.0,Liechtenstein
LI,1985,20.0,Liechtenstein
LI,1986,20.0,Liechtenstein
LI,1987,20.0,Liechtenstein
LI,1988,20.0,Liechtenstein
LI,1989,20.0,Liechtenstein
LI,1990,20.0,Liechtenstein
LI,1991,20.0,Liechtenstein
LI,1992,20.0,Liechtenstein
LI,1993,20.0,Liechtenstein
LI,1994,20.0,Liechtenstein
LI,1995,20.0,Liechtenstein
LI,1996,20.0,Liechtenstein
LI,1997,20.0,Liechtenstein
LI,1998,20.0,Liechtenstein
LI,1999,20.0,Liechtenstein
LI,2000,16.666666666666668,Liechtenstein
LI,2001,13.333333333333332,Liechtenstein
LI,2002,10.0,Liechtenstein
LI,2003,6.666666666666666,Liechtenstein
LI,2004,3.333333333333332,Liechtenstein
LI,2005,0.0,Liechtenstein
LI,2006,0.0666666666666666,Liechtenstein
LI,2007,0.1333333333333333,Liechtenstein
LI,2008,0.2,Liechtenstein
LI,2009,0.2666666666666666,Liechtenstein
LI,2010,0.3333333333333333,Liechtenstein
LI,2011,0.4,Liechtenstein
LI,2012,0.4666666666666667,Liechtenstein
LI,2013,0.5333333333333333,Liechtenstein
LI,2014,0.6,Liechtenstein
LI,2015,0.6666666666666666,Liechtenstein
LI,2016,0.7333333333333333,Liechtenstein
LI,2017,0.8,Liechtenstein
LI,2018,0.8666666666666667,Liechtenstein
LI,2019,0.9333333333333332,Liechtenstein
LI,2020,1.0,Liechtenstein
LI,2021,0.5,Liechtenstein
LI,2022,0.0,Liechtenstein
LI,2023,0.0,Liechtenstein
LT,1980,43.0,Lithuania
LT,1981,43.0,Lithuania
LT,1982,107.0,Lithuania
LT,1983,171.0,Lithuania
LT,1984,235.0,Lithuania
LT,1985,299.0,Lithuania
LT,1986,363.0,Lithuania
LT,1987,427.0,Lithuania
LT,1988,491.0,Lithuania
LT,1989,555.0,Lithuania
LT,1990,619.0,Lithuania
LT,1991,683.0,Lithuania
LT,1992,747.0,Lithuania
LT,1993,42.0,Lithuania
LT,1994,35.166666666666664,Lithuania
LT,1995,28.333333333333336,Lithuania
LT,1996,21.5,Lithuania
LT,1997,14.666666666666668,Lithuania
LT,1998,7.833333333333336,Lithuania
LT,1999,1.0,Lithuania
LT,2000,0.5,Lithuania
LT,2001,0.0,Lithuania
LT,2002,7.0,Lithuania
LT,2003,23.33333333333333,Lithuania
LT,2004,39.66666666666666,Lithuania
LT,2005,56.0,Lithuania
LT,2006,350.0,Lithuania
LT,2007,262.5,Lithuania
LT,2008,175.0,Lithuania
LT,2009,87.5,Lithuania
LT,2010,0.0,Lithuania
LT,2011,0.0,Lithuania
LT,2012,0.0,Lithuania
LT,2013,0.0,Lithuania
LT,2014,0.0,Lithuania
LT,2015,0.0,Lithuania
LT,2016,0.0,Lithuania
LT,2017,570.0,Lithuania
LT,2018,380.0,Lithuania
LT,2019,190.0,Lithuania
LT,2020,0.0,Lithuania
LT,2021,0.5,Lithuania
LT,2022,1.0,Lithuania
LT,2023,466.0,Lithuania
LU,1980,776.0,Luxembourg
LU,1981,776.0,Luxembourg
LU,1982,776.0,Luxembourg
LU,1983,776.0,Luxembourg
LU,1984,776.0,Luxembourg
LU,1985,776.0,Luxembourg
LU,1986,776.0,Luxembourg
LU,1987,776.0,Luxembourg
LU,1988,776.0,Luxembourg
LU,1989,776.0,Luxembourg
LU,1990,776.0,Luxembourg
LU,1991,523.6666666666666,Luxembourg
LU,1992,271.3333333333333,Luxembourg
LU,1993,19.0,Luxembourg
LU,1994,18.0,Luxembourg
LU,1995,17.0,Luxembourg
